ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000110777	POU class 2 associating factor 1(POU2AF1)	Homo sapiens				GO:0006355~regulation of transcription, DNA-templated,GO:0006366~transcription from RNA polymerase II promoter,GO:0006959~humoral immune response,	GO:0005634~nucleus,	GO:0003677~DNA binding,GO:0003712~transcription cofactor activity,GO:0003713~transcription coactivator activity,GO:0005515~protein binding,	IPR015389:POU, class 2, associating factor 1,					3D-structure,Chromosomal rearrangement,Complete proteome,Direct protein sequencing,Nucleus,Polymorphism,Proto-oncogene,Reference proteome,Transcription,Transcription regulation,Ubl conjugation,	chain:POU domain class 2-associating factor 1,helix,sequence variant,
ENSG00000258388	PPT2-EGFL8 readthrough (NMD candidate)(PPT2-EGFL8)	Homo sapiens						GO:0008474~palmitoyl-(protein) hydrolase activity,	IPR002472:Palmitoyl protein thioesterase,					Complete proteome,Proteomics identification,Reference proteome,
ENSG00000177380	PTPRF interacting protein alpha 3(PPFIA3)	Homo sapiens				GO:0007269~neurotransmitter secretion,GO:0014047~glutamate secretion,GO:0048172~regulation of short-term neuronal synaptic plasticity,	GO:0001669~acrosomal vesicle,GO:0005829~cytosol,GO:0048786~presynaptic active zone,GO:0098875~epididymosome,	GO:0005515~protein binding,	IPR001660:Sterile alpha motif domain,IPR013761:Sterile alpha motif/pointed domain,				SM00454:SAM,	Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Cytoplasmic vesicle,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,	chain:Liprin-alpha-3,domain:SAM 1,domain:SAM 2,domain:SAM 3,modified residue,sequence conflict,sequence variant,splice variant,
ENSG00000143847	PTPRF interacting protein alpha 4(PPFIA4)	Homo sapiens				GO:0007269~neurotransmitter secretion,GO:0014047~glutamate secretion,	GO:0005622~intracellular,GO:0005829~cytosol,GO:0009986~cell surface,GO:0045202~synapse,GO:0048786~presynaptic active zone,	GO:0005515~protein binding,	IPR001660:Sterile alpha motif domain,IPR013761:Sterile alpha motif/pointed domain,				SM00454:SAM,	Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,	chain:Liprin-alpha-4,domain:SAM 1,domain:SAM 2,domain:SAM 3,sequence conflict,splice variant,
ENSG00000188060	RAB42, member RAS oncogene family(RAB42)	Homo sapiens				GO:0007264~small GTPase mediated signal transduction,	GO:0005622~intracellular,GO:0016020~membrane,	GO:0005525~GTP binding,	IPR001806:Small GTPase superfamily,IPR027417:P-loop containing nucleoside triphosphate hydrolase,					Complete proteome,GTP-binding,Lipoprotein,Membrane,Methylation,Nucleotide-binding,Prenylation,Reference proteome,	chain:Putative Ras-related protein Rab-42,lipid moiety-binding region:S-geranylgeranyl cysteine,modified residue,nucleotide phosphate-binding region:GTP,
ENSG00000254389	RHPN1 antisense RNA 1 (head to head)(RHPN1-AS1)	Homo sapiens						GO:0005515~protein binding,						Complete proteome,Reference proteome,	chain:Putative uncharacterized protein C8orf51,
ENSG00000128408	RIB43A domain with coiled-coils 2(RIBC2)	Homo sapiens					GO:0005634~nucleus,	GO:0005515~protein binding,	IPR008805:RIB43A,					Coiled coil,Complete proteome,Polymorphism,Proteomics identification,Reference proteome,	chain:RIB43A-like with coiled-coils protein 2,sequence variant,
ENSG00000166592	RRAD, Ras related glycolysis inhibitor and calcium channel regulator(RRAD)	Homo sapiens				GO:0007165~signal transduction,GO:0007264~small GTPase mediated signal transduction,	GO:0005622~intracellular,GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0003924~GTPase activity,GO:0005515~protein binding,GO:0005516~calmodulin binding,GO:0005525~GTP binding,	IPR001806:Small GTPase superfamily,IPR005225:Small GTP-binding protein domain,IPR017358:Small GTPase superfamily, GEM/REM/Rad,IPR020849:Small GTPase superfamily, Ras type,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			PIRSF038017:GTP-binding protein, GEM type,		3D-structure,Calmodulin-binding,Cell membrane,Complete proteome,GTP-binding,Membrane,Methylation,Nucleotide-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:GTP-binding protein RAD,helix,nucleotide phosphate-binding region:GTP,region of interest:Calmodulin-binding,sequence variant,strand,turn,
ENSG00000058335	Ras protein specific guanine nucleotide releasing factor 1(RASGRF1)	Homo sapiens				GO:0000165~MAPK cascade,GO:0007165~signal transduction,GO:0007264~small GTPase mediated signal transduction,GO:0007616~long-term memory,GO:0008283~cell proliferation,GO:0031175~neuron projection development,GO:0035020~regulation of Rac protein signal transduction,GO:0035023~regulation of Rho protein signal transduction,GO:0035556~intracellular signal transduction,GO:0043547~positive regulation of GTPase activity,GO:0046578~regulation of Ras protein signal transduction,GO:0046579~positive regulation of Ras protein signal transduction,GO:0048167~regulation of synaptic plasticity,GO:0048168~regulation of neuronal synaptic plasticity,GO:0090630~activation of GTPase activity,GO:2000310~regulation of N-methyl-D-aspartate selective glutamate receptor activity,	GO:0005622~intracellular,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0030426~growth cone,GO:0043005~neuron projection,	GO:0005085~guanyl-nucleotide exchange factor activity,GO:0005088~Ras guanyl-nucleotide exchange factor activity,GO:0005089~Rho guanyl-nucleotide exchange factor activity,GO:0035254~glutamate receptor binding,	IPR000048:IQ motif, EF-hand binding site,IPR000219:Dbl homology (DH) domain,IPR000651:Ras-like guanine nucleotide exchange factor, N-terminal,IPR001331:Guanine-nucleotide dissociation stimulator, CDC24, conserved site,IPR001849:Pleckstrin homology domain,IPR001895:Guanine-nucleotide dissociation stimulator CDC25,IPR011993:Pleckstrin homology-like domain,IPR019804:Ras guanine-nucleotide exchange factor, conserved site,IPR023578:Ras guanine nucleotide exchange factor, domain,	hsa04010:MAPK signaling pathway,hsa04014:Ras signaling pathway,hsa04510:Focal adhesion,			SM00147:RasGEF,SM00229:RasGEFN,SM00233:PH,SM00325:RhoGEF,	Alternative splicing,Coiled coil,Complete proteome,Guanine-nucleotide releasing factor,Phosphoprotein,Reference proteome,Repeat,Ubl conjugation,	chain:Ras-specific guanine nucleotide-releasing factor 1,domain:DH,domain:IQ,domain:N-terminal Ras-GEF,domain:PH 1,domain:PH 2,domain:Ras-GEF,modified residue,sequence conflict,splice variant,
ENSG00000175643	RecQ mediated genome instability 2(RMI2)	Homo sapiens				GO:0000731~DNA synthesis involved in DNA repair,GO:0000732~strand displacement,GO:0006260~DNA replication,GO:1901796~regulation of signal transduction by p53 class mediator,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,	GO:0003677~DNA binding,		hsa03460:Fanconi anemia pathway,				3D-structure,Acetylation,Alternative splicing,Complete proteome,DNA replication,DNA-binding,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,	chain:RecQ-mediated genome instability protein 2,DNA-binding region:OB,mutagenesis site,splice variant,
ENSG00000187010	Rh blood group D antigen(RHD)	Homo sapiens				GO:0015695~organic cation transport,GO:0019740~nitrogen utilization,GO:0072488~ammonium transmembrane transport,	GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0008519~ammonium transmembrane transporter activity,	IPR001905:Ammonium transporter,IPR002229:Blood group Rhesus C/E/D polypeptide,IPR024041:Ammonium transporter AmtB-like domain,		Rh-negative blood type~Rh-negative blood type,			Alternative splicing,Blood group antigen,Complete proteome,Direct protein sequencing,Membrane,Polymorphism,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Blood group Rh(D) polypeptide,sequence conflict,sequence variant,splice variant,transmembrane region,
ENSG00000147799	Rho GTPase activating protein 39(ARHGAP39)	Homo sapiens			RNA processing and modification,	GO:0007165~signal transduction,GO:0043547~positive regulation of GTPase activity,GO:0051056~regulation of small GTPase mediated signal transduction,	GO:0005634~nucleus,GO:0005829~cytosol,GO:0005856~cytoskeleton,	GO:0005096~GTPase activator activity,	IPR000198:Rho GTPase-activating protein domain,IPR000857:MyTH4 domain,IPR001202:WW domain,IPR008936:Rho GTPase activation protein,				SM00139:MyTH4,SM00324:RhoGAP,SM00456:WW,	Acetylation,Alternative splicing,Complete proteome,Nucleus,Phosphoprotein,Reference proteome,Repeat,	chain:Uncharacterized protein KIAA1688,compositionally biased region:Pro-rich,domain:MyTH4,domain:Rho-GAP,domain:WW 1,domain:WW 2,modified residue,
ENSG00000165895	Rho GTPase activating protein 42(ARHGAP42)	Homo sapiens				GO:0003085~negative regulation of systemic arterial blood pressure,GO:0007165~signal transduction,GO:0035024~negative regulation of Rho protein signal transduction,GO:0043547~positive regulation of GTPase activity,GO:1904694~negative regulation of vascular smooth muscle contraction,		GO:0005096~GTPase activator activity,	IPR000198:Rho GTPase-activating protein domain,IPR001452:Src homology-3 domain,IPR001849:Pleckstrin homology domain,IPR008936:Rho GTPase activation protein,IPR011993:Pleckstrin homology-like domain,				SM00233:PH,SM00324:RhoGAP,SM00326:SH3,	Coiled coil,Complete proteome,GTPase activation,Phosphoprotein,Proteomics identification,Reference proteome,SH3 domain,	chain:Rho GTPase-activating protein FLJ32810,compositionally biased region:Ser-rich,domain:Rho-GAP,domain:SH3,modified residue,sequence conflict,splice variant,
ENSG00000172602	Rho family GTPase 1(RND1)	Homo sapiens				GO:0007015~actin filament organization,GO:0007162~negative regulation of cell adhesion,GO:0007264~small GTPase mediated signal transduction,GO:0016322~neuron remodeling,	GO:0005622~intracellular,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0005912~adherens junction,	GO:0003924~GTPase activity,GO:0005102~receptor binding,GO:0005515~protein binding,GO:0005525~GTP binding,	IPR001806:Small GTPase superfamily,IPR005225:Small GTP-binding protein domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa04360:Axon guidance,				3D-structure,Cell membrane,Complete proteome,Cytoplasm,Cytoskeleton,GTP-binding,Lipoprotein,Membrane,Methylation,Nucleotide-binding,Polymorphism,Prenylation,Reference proteome,	chain:Rho-related GTP-binding protein Rho6,helix,lipid moiety-binding region:S-geranylgeranyl cysteine,modified residue,mutagenesis site,nucleotide phosphate-binding region:GTP,propeptide:Removed in mature form,sequence variant,short sequence motif:Effector region,strand,turn,
ENSG00000110237	Rho guanine nucleotide exchange factor 17(ARHGEF17)	Homo sapiens				GO:0030036~actin cytoskeleton organization,GO:0035023~regulation of Rho protein signal transduction,GO:0043065~positive regulation of apoptotic process,GO:0043547~positive regulation of GTPase activity,GO:0051056~regulation of small GTPase mediated signal transduction,	GO:0005829~cytosol,	GO:0005085~guanyl-nucleotide exchange factor activity,GO:0005089~Rho guanyl-nucleotide exchange factor activity,	IPR000219:Dbl homology (DH) domain,IPR011993:Pleckstrin homology-like domain,IPR015943:WD40/YVTN repeat-like-containing domain,IPR017986:WD40-repeat-containing domain,				SM00325:RhoGEF,	Complete proteome,Guanine-nucleotide releasing factor,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Rho guanine nucleotide exchange factor 17,compositionally biased region:Poly-Arg,compositionally biased region:Poly-Gln,compositionally biased region:Poly-Glu,compositionally biased region:Poly-Pro,compositionally biased region:Poly-Ser,compositionally biased region:Pro-rich,domain:DH,modified residue,sequence conflict,sequence variant,
ENSG00000183111	Rho guanine nucleotide exchange factor 37(ARHGEF37)	Homo sapiens				GO:0035023~regulation of Rho protein signal transduction,GO:0043547~positive regulation of GTPase activity,	GO:0005737~cytoplasm,	GO:0005089~Rho guanyl-nucleotide exchange factor activity,	IPR000219:Dbl homology (DH) domain,IPR001452:Src homology-3 domain,IPR004148:BAR domain,IPR011511:Variant SH3,IPR027267:Arfaptin homology (AH) domain/BAR domain,				SM00325:RhoGEF,SM00326:SH3,SM00721:BAR,	Complete proteome,Guanine-nucleotide releasing factor,Polymorphism,Proteomics identification,Reference proteome,Repeat,SH3 domain,	chain:Probable guanine nucleotide exchange factor FLJ41603,domain:BAR,domain:DH,domain:SH3 1,domain:SH3 2,sequence variant,
ENSG00000196754	S100 calcium binding protein A2(S100A2)	Homo sapiens				GO:0043542~endothelial cell migration,		GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0042802~identical protein binding,	IPR001751:S100/Calbindin-D9k, conserved site,IPR002048:EF-hand domain,IPR011992:EF-hand-like domain,IPR013787:S100/CaBP-9k-type, calcium binding, subdomain,IPR018247:EF-Hand 1, calcium-binding site,				SM01394:SM01394,	3D-structure,Calcium,Complete proteome,Direct protein sequencing,Metal-binding,Proteomics identification,Reference proteome,Repeat,	calcium-binding region:1; low affinity,calcium-binding region:2; high affinity,chain:Protein S100-A2,domain:EF-hand 1,domain:EF-hand 2,helix,sequence conflict,strand,turn,
ENSG00000160307	S100 calcium binding protein B(S100B)	Homo sapiens				GO:0007409~axonogenesis,GO:0007417~central nervous system development,GO:0007611~learning or memory,GO:0007613~memory,GO:0008283~cell proliferation,GO:0008284~positive regulation of cell proliferation,GO:0008360~regulation of cell shape,GO:0043065~positive regulation of apoptotic process,GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0045087~innate immune response,GO:0048168~regulation of neuronal synaptic plasticity,GO:0048708~astrocyte differentiation,GO:0051384~response to glucocorticoid,GO:0051597~response to methylmercury,GO:0060291~long-term synaptic potentiation,GO:0071456~cellular response to hypoxia,GO:2001015~negative regulation of skeletal muscle cell differentiation,	GO:0001726~ruffle,GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0043025~neuronal cell body,GO:0043231~intracellular membrane-bounded organelle,GO:0048471~perinuclear region of cytoplasm,	GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0044548~S100 protein binding,GO:0048156~tau protein binding,GO:0048306~calcium-dependent protein binding,GO:0050786~RAGE receptor binding,	IPR001751:S100/Calbindin-D9k, conserved site,IPR002048:EF-hand domain,IPR011992:EF-hand-like domain,IPR013787:S100/CaBP-9k-type, calcium binding, subdomain,IPR018247:EF-Hand 1, calcium-binding site,				SM00054:EFh,SM01394:SM01394,	3D-structure,Acetylation,Calcium,Complete proteome,Cytoplasm,Direct protein sequencing,Metal-binding,Nucleus,Proteomics identification,Reference proteome,Repeat,Zinc,	calcium-binding region:1; low affinity,calcium-binding region:2; high affinity,chain:Protein S100-B,domain:EF-hand 1,domain:EF-hand 2,helix,modified residue,strand,turn,
ENSG00000104611	SH2 domain containing 4A(SH2D4A)	Homo sapiens				GO:0010923~negative regulation of phosphatase activity,	GO:0005737~cytoplasm,	GO:0005515~protein binding,GO:0019902~phosphatase binding,	IPR000980:SH2 domain,				SM00252:SH2,	Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,SH2 domain,	chain:SH2 domain-containing protein 4A,compositionally biased region:Poly-Ser,domain:SH2,modified residue,sequence conflict,sequence variant,
ENSG00000158714	SLAM family member 8(SLAMF8)	Homo sapiens					GO:0016021~integral component of membrane,		IPR007110:Immunoglobulin-like domain,					Alternative splicing,Complete proteome,Direct protein sequencing,Disulfide bond,Glycoprotein,Immunoglobulin domain,Membrane,Polymorphism,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:SLAM family member 8,disulfide bond,domain:Ig-like C2-type,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000162723	SLAM family member 9(SLAMF9)	Homo sapiens					GO:0016021~integral component of membrane,		IPR007110:Immunoglobulin-like domain,IPR013783:Immunoglobulin-like fold,					Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Immunoglobulin domain,Membrane,Polymorphism,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:SLAM family member 9,disulfide bond,domain:Ig-like C2-type,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000161888	SPC24, NDC80 kinetochore complex component(SPC24)	Homo sapiens				GO:0007062~sister chromatid cohesion,GO:0007067~mitotic nuclear division,GO:0051301~cell division,	GO:0000777~condensed chromosome kinetochore,GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005829~cytosol,GO:0031262~Ndc80 complex,	GO:0005515~protein binding,	IPR013252:Kinetochore-Ndc80 subunit Spc24,					3D-structure,Alternative splicing,Cell cycle,Cell division,Centromere,Chromosome,Coiled coil,Complete proteome,Kinetochore,Mitosis,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Kinetochore protein Spc24,helix,modified residue,region of interest:Interaction with the C-terminus of SPBC25,region of interest:Interaction with the N-terminus of SPBC25,region of interest:Interaction with the NDC80-CDCA1 subcomplex,turn,
ENSG00000100721	T-cell leukemia/lymphoma 1A(TCL1A)	Homo sapiens				GO:0007275~multicellular organism development,	GO:0005634~nucleus,GO:0005783~endoplasmic reticulum,	GO:0005515~protein binding,GO:0042802~identical protein binding,	IPR004832:TCL1/MTCP1,	hsa04151:PI3K-Akt signaling pathway,	Leukemia/lymphoma, T-cell~Leukemia/lymphoma, T-cell,			3D-structure,Chromosomal rearrangement,Complete proteome,Cytoplasm,Endoplasmic reticulum,Microsome,Nucleus,Polymorphism,Proteomics identification,Proto-oncogene,Reference proteome,	chain:T-cell leukemia/lymphoma protein 1A,helix,mutagenesis site,sequence conflict,sequence variant,strand,turn,
ENSG00000257949	TEN1, CST complex subunit(TEN1)	Homo sapiens				GO:0051974~negative regulation of telomerase activity,GO:1904356~regulation of telomere maintenance via telomere lengthening,	GO:0000784~nuclear chromosome, telomeric region,GO:0005634~nucleus,GO:1990879~CST complex,	GO:0003697~single-stranded DNA binding,GO:0005515~protein binding,GO:0010521~telomerase inhibitor activity,GO:0042162~telomeric DNA binding,						3D-structure,Chromosome,Complete proteome,DNA-binding,Nucleus,Proteomics identification,Reference proteome,Telomere,	chain:Uncharacterized protein FLJ39785,
ENSG00000141655	TNF receptor superfamily member 11a(TNFRSF11A)	Homo sapiens		h_ranklPathway:Bone Remodelling,		GO:0001503~ossification,GO:0002250~adaptive immune response,GO:0002548~monocyte chemotaxis,GO:0006954~inflammatory response,GO:0007165~signal transduction,GO:0007267~cell-cell signaling,GO:0008284~positive regulation of cell proliferation,GO:0009314~response to radiation,GO:0030316~osteoclast differentiation,GO:0032496~response to lipopolysaccharide,GO:0033209~tumor necrosis factor-mediated signaling pathway,GO:0034097~response to cytokine,GO:0034612~response to tumor necrosis factor,GO:0042981~regulation of apoptotic process,GO:0043507~positive regulation of JUN kinase activity,GO:0048535~lymph node development,GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity,GO:0051092~positive regulation of NF-kappaB transcription factor activity,GO:0060086~circadian temperature homeostasis,GO:0060749~mammary gland alveolus development,GO:0070555~response to interleukin-1,GO:0071812~positive regulation of fever generation by positive regulation of prostaglandin secretion,GO:0071847~TNFSF11-mediated signaling pathway,GO:0071848~positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling,GO:0097190~apoptotic signaling pathway,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,	GO:0004872~receptor activity,GO:0004888~transmembrane signaling receptor activity,GO:0005031~tumor necrosis factor-activated receptor activity,GO:0005515~protein binding,GO:0019955~cytokine binding,GO:0046872~metal ion binding,	IPR001368:TNFR/NGFR cysteine-rich region,IPR022323:Tumour necrosis factor receptor 11,IPR022361:Tumour necrosis factor receptor 11A,	hsa04060:Cytokine-cytokine receptor interaction,hsa04064:NF-kappa B signaling pathway,hsa04380:Osteoclast differentiation,hsa04917:Prolactin signaling pathway,hsa05323:Rheumatoid arthritis,	174810~Osteolysis, familial expansile,602080~Paget disease of bone 2, early-onset,612301~Osteopetrosis, autosomal recessive 7,		SM00208:TNFR,	3D-structure,Alternative splicing,Cell membrane,Complete proteome,Deafness,Disease mutation,Disulfide bond,Glycoprotein,Membrane,Metal-binding,Osteopetrosis,Phosphoprotein,Polymorphism,Receptor,Reference proteome,Repeat,Signal,Sodium,Transmembrane,Transmembrane helix,	chain:Tumor necrosis factor receptor superfamily member 11A,disulfide bond,glycosylation site:N-linked (GlcNAc...),modified residue,repeat:TNFR-Cys 1,repeat:TNFR-Cys 2,repeat:TNFR-Cys 3,repeat:TNFR-Cys 4,sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000186827	TNF receptor superfamily member 4(TNFRSF4)	Homo sapiens		h_ox40Pathway:OX40 Signaling Pathway,		GO:0006954~inflammatory response,GO:0006955~immune response,GO:0007275~multicellular organism development,GO:0030890~positive regulation of B cell proliferation,GO:0032496~response to lipopolysaccharide,GO:0033209~tumor necrosis factor-mediated signaling pathway,GO:0042098~T cell proliferation,GO:0042127~regulation of cell proliferation,GO:0042981~regulation of apoptotic process,GO:0043410~positive regulation of MAPK cascade,GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity,GO:0045892~negative regulation of transcription, DNA-templated,GO:0046718~viral entry into host cell,GO:0051024~positive regulation of immunoglobulin secretion,GO:0097190~apoptotic signaling pathway,	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,	GO:0001618~virus receptor activity,GO:0005031~tumor necrosis factor-activated receptor activity,	IPR001368:TNFR/NGFR cysteine-rich region,IPR011641:Tyrosine-protein kinase ephrin type A/B receptor-like,IPR020445:Tumour necrosis factor receptor 4,	hsa04060:Cytokine-cytokine receptor interaction,	615593~Immunodeficiency 16,		SM00208:TNFR,SM01411:SM01411,	3D-structure,Complete proteome,Disease mutation,Disulfide bond,Glycoprotein,Host cell receptor for virus entry,Host-virus interaction,Membrane,Polymorphism,Receptor,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:Tumor necrosis factor receptor superfamily member 4,disulfide bond,glycosylation site:N-linked (GlcNAc...),helix,repeat:TNFR-Cys 1,repeat:TNFR-Cys 2,repeat:TNFR-Cys 3; truncated,repeat:TNFR-Cys 4,sequence variant,signal peptide,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
ENSG00000162543	UBX domain protein 10(UBXN10)	Homo sapiens							IPR001012:UBX,				SM00166:UBX,	Complete proteome,Phosphoprotein,Reference proteome,	chain:UBX domain-containing protein 10,domain:UBX,
ENSG00000156966	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7(B3GNT7)	Homo sapiens				GO:0016266~O-glycan processing,GO:0018146~keratan sulfate biosynthetic process,	GO:0000139~Golgi membrane,GO:0016021~integral component of membrane,	GO:0008499~UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity,GO:0008532~N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity,	IPR002659:Glycosyl transferase, family 31,	hsa00533:Glycosaminoglycan biosynthesis - keratan sulfate,				Complete proteome,Glycoprotein,Glycosyltransferase,Golgi apparatus,Membrane,Polymorphism,Reference proteome,Signal-anchor,Transferase,Transmembrane,Transmembrane helix,	chain:UDP-GlcNAc:betaGal beta-1,3-N- acetylglucosaminyltransferase 7,glycosylation site:N-linked (GlcNAc...),sequence variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
ENSG00000101842	V-set and immunoglobulin domain containing 1(VSIG1)	Homo sapiens				GO:0003382~epithelial cell morphogenesis,GO:0030277~maintenance of gastrointestinal epithelium,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000920:Myelin P0 protein,IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR013106:Immunoglobulin V-set,IPR013783:Immunoglobulin-like fold,				SM00406:IGv,SM00408:IGc2,SM00409:IG,	Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Immunoglobulin domain,Membrane,Polymorphism,Proteomics identification,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:V-set and immunoglobulin domain- containing protein 1,disulfide bond,domain:Ig-like C2-type 2,domain:Ig-like V-type 1,glycosylation site:N-linked (GlcNAc...),sequence variant,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
ENSG00000165238	WNK lysine deficient protein kinase 2(WNK2)	Homo sapiens				GO:0006468~protein phosphorylation,GO:0008285~negative regulation of cell proliferation,GO:0035556~intracellular signal transduction,GO:0046777~protein autophosphorylation,GO:0070373~negative regulation of ERK1 and ERK2 cascade,GO:2000021~regulation of ion homeostasis,GO:2000651~positive regulation of sodium ion transmembrane transporter activity,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005886~plasma membrane,	GO:0004674~protein serine/threonine kinase activity,GO:0005524~ATP binding,	IPR000719:Protein kinase, catalytic domain,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR024678:Serine/threonine-protein kinase OSR1/WNK, CCT domain,				SM00220:S_TKc,	Alternative splicing,ATP-binding,Cell membrane,Coiled coil,Complete proteome,Cytoplasm,Kinase,Membrane,Methylation,Nucleotide-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Serine/threonine-protein kinase,Transferase,	active site:Proton acceptor,binding site:ATP,chain:Serine/threonine-protein kinase WNK2,domain:Protein kinase,modified residue,nucleotide phosphate-binding region:ATP,sequence variant,splice variant,
ENSG00000251359	WWC2 antisense RNA 2(WWC2-AS2)	Homo sapiens												Complete proteome,Reference proteome,
ENSG00000165171	Williams Beuren syndrome chromosome region 27(WBSCR27)	Homo sapiens				GO:0032259~methylation,	GO:0005737~cytoplasm,	GO:0005515~protein binding,GO:0008757~S-adenosylmethionine-dependent methyltransferase activity,						Complete proteome,Polymorphism,Reference proteome,Williams-Beuren syndrome,	chain:Williams-Beuren syndrome chromosomal region 27 protein,sequence variant,
